PassengerId,Survived_pred,Survived_prob
892,0,0.15405972402625348
893,0,0.4563737748203983
894,0,0.20782747811422872
895,0,0.1565654965105576
896,1,0.5274294485054971
897,0,0.16039822741890866
898,1,0.5703106503392515
899,0,0.26695408994712344
900,1,0.6231642442899955
901,0,0.16521248708720193
902,0,0.14874502808981419
903,0,0.24757180428238526
904,1,0.7890909160151897
905,0,0.2202734285580592
906,1,0.7707198024354828
907,1,0.7564952598529021
908,0,0.2072907760053139
909,0,0.22119393547335492
910,0,0.4507925649615499
911,1,0.5874582490098595
912,0,0.32769372144009273
913,0,0.24793670814715119
914,1,0.7062228729997385
915,0,0.3723699310159836
916,1,0.8499026460283887
917,0,0.16947013316606457
918,1,0.8398822148229144
919,0,0.22119393547335492
920,0,0.3323808824549927
921,0,0.22877175784453943
922,0,0.22808453240023777
923,0,0.23866831781167477
924,1,0.5015573043330966
925,0,0.417738505710769
926,0,0.43500491475209313
927,0,0.2587267129266566
928,0,0.44101151355386314
929,0,0.44536244641812706
930,0,0.15408215648818138
931,0,0.2583565681459699
932,0,0.2950573801531346
933,0,0.33104871137764547
934,0,0.13392625116359597
935,1,0.7093405644848132
936,1,0.7764584722623878
937,0,0.15706460666845146
938,0,0.3981041731265278
939,0,0.17513964856174677
940,1,0.8424010028799143
941,1,0.5226144926151315
942,0,0.36486743947565936
943,0,0.2609603705235842
944,1,0.7189838082347775
945,1,0.7839018358968391
946,0,0.25858583693137815
947,0,0.13575945440431472
948,0,0.13557491913294872
949,0,0.22966105670044373
950,0,0.18490380008147375
951,1,0.8453280048834455
952,0,0.14771985033111065
953,0,0.21390151431591659
954,0,0.1500640397280583
955,1,0.6049378324240696
956,1,0.5724763322836135
957,1,0.6881759657171268
958,1,0.588066456807844
959,0,0.262543988313607
960,0,0.39110326197241885
961,1,0.7138038498784521
962,1,0.6067897321628611
963,0,0.14797870285349346
964,0,0.4601180592282176
965,0,0.39072347509263194
966,1,0.8434530048834454
967,0,0.4460713154475861
968,0,0.15081488395077294
969,1,0.7979183840549657
970,0,0.21431190758737373
971,1,0.6067897321628611
972,0,0.455668563113776
973,0,0.3678215698970159
974,0,0.24757180428238526
